course_link,canale,date_year,year,language,course_id,course_name,semester,professors,faculty
/cattedreonline/corso/EM14/0/LM19KBASE/2024,0,2024,2,Italiano,EM14,"Content Marketing E Brand Storytelling",Primo Semestre,"Francesco Giorgino","Marketing"
/cattedreonline/corso/SMIS16/0/LMSMIBMIN/2024,0,2024,1,Inglese,SMIS16,"Corporate And Ecosystem Strategies",Secondo Semestre,"Chiara Bartoli","Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS14/0/LMSMIBMIT/2024,0,2024,1,Italiano,SMIS14,"Corporate And Ecosystem Strategies",Secondo Semestre,"Federica Brunetta / Enzo Peruffo","Strategic management, innovation and sustainability"
/cattedreonline/corso/BA014/A/L21BABASE/2024,A,2024,2,Inglese,BA014,"Corporate Finance",Secondo Semestre,"Gianluca Mattarocci / Federico Moro","Business administration"
/cattedreonline/corso/T045/A/L21BBBASE/2024,A,2024,2,Inglese,T045,"Corporate Finance",II Semestre,"Andrea Polo","Economics and business"
/cattedreonline/corso/BA014/B/L21BABASE/2024,B,2024,2,Inglese,BA014,"Corporate Finance",Secondo Semestre,"Gianluca Mattarocci / Federico Moro","Business administration"
/cattedreonline/corso/T045/B/L21BBBASE/2024,B,2024,2,Inglese,T045,"Corporate Finance",II Semestre,"Stefano Di Colli / Luana Zaccaria","Economics and business"
/cattedreonline/corso/M252/A/LM19WBASE/2024,A,2024,1,Inglese,M252,"Corporate Governance",Primo Semestre,"Giovanni Fiori / Barbara Sveva Magnanelli","Corporate finance"
/cattedreonline/corso/M252/B/LM19WBASE/2024,B,2024,1,Inglese,M252,"Corporate Governance",Primo Semestre,"Enzo De Angelis / Alessandro Zattoni","Corporate finance"
/cattedreonline/corso/SMDEF00013/0/19FLMBASE/2024,0,2024,1,Italiano,SMDEF00013,"Corporate Governance And Corporate Finance",Secondo Semestre,"Romina Guglielmetti","Economia e finanza"
/cattedreonline/corso/SMR/0/LM19ABASE/2024,0,2024,1,Italiano,SMR,"Corporate Governance And Internal Auditing",Secondo Semestre,"Saverio Bozzolan / Simone Scettri","Amministrazione, finanza e controllo"
/cattedreonline/corso/MNG02/0/19MLMMS/2024,0,2024,2,Inglese,MNG02,"Corporate Governance And Sustainability",Primo Semestre,"Francesca Romana Arduino / Alessandro Zattoni","Management"
/cattedreonline/corso/SMIS05/A/LMSMIBASE/2024,A,2024,1,Italiano,SMIS05,"Corporate Governance, Management & Accounting",Secondo Semestre,"Fabrizio Di Lazzaro / Gianluca Musco","Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS05/B/LMSMIBASE/2024,B,2024,1,Italiano,SMIS05,"Corporate Governance, Management & Accounting",Secondo Semestre,"Francesco Legrottaglie","Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS11/C/LMSMIBASE/2024,C,2024,1,Inglese,SMIS11,"Corporate Governance, Management & Accounting",Secondo Semestre,"Barbara Sveva Magnanelli","Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS11/D/LMSMIBASE/2024,D,2024,1,Inglese,SMIS11,"Corporate Governance, Management & Accounting",Secondo Semestre,"Francesco Legrottaglie","Strategic management, innovation and sustainability"
/cattedreonline/corso/T104/0/1EEL2BASE/2024,0,2024,3,Inglese,T104,"Corporate Social Responsibility And Sustainable Business",II Semestre,"Valentina Gentile","Economia e management"
/cattedreonline/corso/T104/0/L22PPEBASE/2024,0,2024,3,Inglese,T104,"Corporate Social Responsibility And Sustainable Business",II Semestre,"Valentina Gentile","Politics: philosophy and economics"
/cattedreonline/corso/T104/0/L22PSBASE/2024,0,2024,3,Inglese,T104,"Corporate Social Responsibility And Sustainable Business",II Semestre,"Valentina Gentile","Scienze politiche"
/cattedreonline/corso/EM08/0/LM19WBASE/2024,0,2024,2,Inglese,EM08,"Corporate Strategy",Primo Semestre,"Arturo Capasso / Marco Fossataro","Corporate finance"
/cattedreonline/corso/GMP05/0/LM19GMBASE/2024,0,2024,1,Inglese,GMP05,"Corporate Strategy",Secondo Semestre,"Paolo Boccardelli","Global management and politics"
/cattedreonline/corso/M295/A/19MLMBASE/2024,A,2024,1,Inglese,M295,"Corporate Strategy",Secondo Semestre,"Francesca Romana Arduino / Alessandro Zattoni","Management"
/cattedreonline/corso/M295/B/19MLMBASE/2024,B,2024,1,Inglese,M295,"Corporate Strategy",Secondo Semestre,"Maria Jell-ojobor","Management"
/cattedreonline/corso/EM82/0/LMPAGEEG/2024,0,2024,2,Inglese,EM82,"Corruption As A Policy Problem",Primo Semestre,"Tatiana-alina Pippidi","Policies and governance in europe"
/cattedreonline/corso/M014/0/19MLMMS/2024,0,2024,2,Inglese,M014,"Creative Industries And Business Model Innovation",Primo Semestre,"Luigi Nasta","Management"
/cattedreonline/corso/TP02/0/3GSLMDZ/2024,0,2024,4,Inglese,TP02,"Criminal Justice",II Semestre,"Rossella Sabia","Giurisprudenza"
/cattedreonline/corso/EM24/0/LM19ABASE/2024,0,2024,2,Italiano,EM24,"Crisi D'impresa E Piani Di Risanamento",Primo Semestre,"Alessandro Musaio","Amministrazione, finanza e controllo"
/cattedreonline/corso/M467/0/LM20IRBASE/2024,0,2024,2,Inglese,M467,"Crisis Communication",Primo Semestre,"Emiliana De Blasio / Donatella Selva","International relations"
/cattedreonline/corso/GMP06/0/LM19GMBASE/2024,0,2024,1,Inglese,GMP06,"Cross-cultural Management",Secondo Semestre,"Silvia Dello Russo","Global management and politics"
/cattedreonline/corso/ET35/0/L22PSBASE/2024,0,2024,3,Italiano,ET35,"Cultura Dei Social Media E Disinformazione",II Semestre,"Giovanni Riotta","Scienze politiche"
/cattedreonline/corso/EM51/0/LMPAGEBASE/2024,0,2024,2,Inglese,EM51,"Cultural Heritage Policies And Management For Art And Food",Primo Semestre,"Pier Luigi Petrillo / Angela Saltarelli","Policies and governance in europe"
/cattedreonline/corso/M552/0/LMPAGEBASE/2024,0,2024,1,Inglese,M552,"Culture, Policy And Society",Secondo Semestre,"Anna Pirri Valentini","Policies and governance in europe"
/cattedreonline/corso/M318/0/3GSLMDP/2024,0,2024,5,Italiano,M318,"Cybersecurity: Regulation And Policy - Politiche E Regolazione",II Semestre,"Paola Severino","Giurisprudenza"
/cattedreonline/corso/ACE08/0/L21BABASE/2024,0,2024,2,Inglese,ACE08,"Data Analysis",Secondo Semestre,"Giacomo Morelli","Business administration"
/cattedreonline/corso/BA016/0/L21BABASE/2024,0,2024,3,Inglese,BA016,"Data Analysis For Business",Primo Semestre,"Kevyn Stefanelli","Business administration"
/cattedreonline/corso/GMP07/0/LM19GMBASE/2024,0,2024,1,Inglese,GMP07,"Data Analysis For Social Sciences",Secondo Semestre,"Michele Gallo","Global management and politics"
/cattedreonline/corso/M219BI/0/LM19KBI/2024,0,2024,2,Inglese,M219BI,"Data And Artificial Intelligence Labs",Primo Semestre,"Andrea De Mauro","Marketing"
/cattedreonline/corso/DSM06/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM06,"Data Privacy And Security",Secondo Semestre,"Paolo Spagnoletti","Data science and management"
/cattedreonline/corso/GPLI04/0/3GSLMDL/2024,0,2024,4,Inglese,GPLI04,"Data Protection",II Semestre,"Filiberto Brozzetti / Pierluigi Congedo","Giurisprudenza"
/cattedreonline/corso/DSM11/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM11,"Data Science In Action",Annualità Singola,"Alessio Martino","Data science and management"
/cattedreonline/corso/DSM04/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM04,"Data Visualization",Secondo Semestre,"Blerina Sinaimeri","Data science and management"
/cattedreonline/corso/DSM05/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM05,"Data-driven Innovation",Primo Semestre,"Ginevra Assia Antonelli / Niloofar Kazemargi","Data science and management"
/cattedreonline/corso/EM36/0/LMDSMBASE/2024,0,2024,2,Inglese,EM36,"Data-driven Models For Investment",Primo Semestre,"Antonio Simeone / Elio Stocchi","Data science and management"
/cattedreonline/corso/EM72/0/LMDSMBASE/2024,0,2024,2,Inglese,EM72,"Deep Tech, Robotics And Space Economy",Primo Semestre,"Massimo Claudio Comparini / Lorenzo Scatena","Data science and management"
/cattedreonline/corso/EM72/0/LM19KBASE/2024,0,2024,2,Inglese,EM72,"Deep Tech, Robotics And Space Economy",Primo Semestre,"Massimo Claudio Comparini / Lorenzo Scatena","Marketing"
/cattedreonline/corso/EM72/0/19MLMBASE/2024,0,2024,2,Inglese,EM72,"Deep Tech, Robotics And Space Economy",Primo Semestre,"Massimo Claudio Comparini / Lorenzo Scatena","Management"
/cattedreonline/corso/M364/0/LMGAPBASE/2024,0,2024,1,Italiano,M364,"Demografia E SocietÀ Italiana",Primo Semestre,"Maria Rita Testa","Governo, amministrazione e politica"
/cattedreonline/corso/M354/A/LM20IRBASE/2024,A,2024,1,Inglese,M354,"Demography And Social Challenges",Secondo Semestre,"Maria Rita Testa","International relations"
/cattedreonline/corso/M354/B/LM20IRBASE/2024,B,2024,1,Inglese,M354,"Demography And Social Challenges",Secondo Semestre,"Alfonso Giordano","International relations"
/cattedreonline/corso/M374/0/LMPAGEBASE/2024,0,2024,1,Inglese,M374,"Demography, Society And Policy In Europe",Secondo Semestre,"Maria Rita Testa","Policies and governance in europe"
/cattedreonline/corso/EFI10/0/LMEFIAE/2024,0,2024,2,Inglese,EFI10,"Derivatives",Primo Semestre,"Sara Biagini","Economia e finanza"
/cattedreonline/corso/EFI10/0/LM19WBASE/2024,0,2024,2,Inglese,EFI10,"Derivatives",Primo Semestre,"Sara Biagini","Corporate finance"
/cattedreonline/corso/LABEM01/0/1EEL2BASE/2024,0,2024,2,Inglese,LABEM01,"Design Thinking: Tools For Business Managers",II Semestre,"Fabrizio Lo Presti","Economia e management"
/cattedreonline/corso/AIM01/0/LAIMBASE/2024,0,2024,1,Inglese,AIM01,"Digital Business Management",Primo Semestre,"Lakshmi Balachandran Nair","Management and artificial intelligence"
/cattedreonline/corso/DSM03/0/LMDSMBASE/2024,0,2024,1,Inglese,DSM03,"Digital Ecosystems",Primo Semestre,"Ioannis Kallinikos","Data science and management"
/cattedreonline/corso/ET10/0/1EEL2BASE/2024,0,2024,3,Inglese,ET10,"Digital Ethics",II Semestre,"Paolo Benanti / Sebastiano Maffettone","Economia e management"
/cattedreonline/corso/EM17/0/LM19WBASE/2024,0,2024,2,Inglese,EM17,"Digital Finance",Primo Semestre,"Paolo Bonolis","Corporate finance"
/cattedreonline/corso/MRK06/0/LM19KBASE/2024,0,2024,1,Inglese,MRK06,"Digital Marketing",Secondo Semestre,"Marco Francesco Mazzù","Marketing"
/cattedreonline/corso/MRK16/A/LM19KBASE/2024,A,2024,1,Italiano,MRK16,"Digital Marketing",Secondo Semestre,"Matteo De Angelis / Piermario Tedeschi","Marketing"
/cattedreonline/corso/MRK16/B/LM19KBASE/2024,B,2024,1,Italiano,MRK16,"Digital Marketing",Secondo Semestre,"Matteo De Angelis / Piermario Tedeschi","Marketing"
/cattedreonline/corso/ET02/0/L21BABASE/2024,0,2024,3,Inglese,ET02,"Digital Marketing Transformation & Customer Experience",Secondo Semestre,"Daniele D'ambrosio / Donatella Padua","Business administration"
/cattedreonline/corso/ET02/0/1EEL2BASE/2024,0,2024,3,Inglese,ET02,"Digital Marketing Transformation & Customer Experience",II Semestre,"Daniele D'ambrosio / Donatella Padua","Economia e management"
/cattedreonline/corso/ET43/0/L21BABASE/2024,0,2024,3,Inglese,ET43,"Digital Transformation And Corporate Sustainability",Secondo Semestre,"Alfredo D'angelo","Business administration"
/cattedreonline/corso/M404/0/3GSLMDP/2024,0,2024,4,Italiano,M404,"Digitalizzazione E Giustizia Penale",II Semestre,"Elisabetta Pietrocarlo","Giurisprudenza"
/cattedreonline/corso/M230/0/LM20IRBASE/2024,0,2024,2,Inglese,M230,"Diplomacy And Negotiation",Primo Semestre,"Pasquale Ferrara","International relations"
/cattedreonline/corso/M230/0/LM19GMBASE/2024,0,2024,2,Inglese,M230,"Diplomacy And Negotiation",Primo Semestre,"Pasquale Ferrara","Global management and politics"
/cattedreonline/corso/M546/0/L21BABASE/2024,0,2024,3,Inglese,M546,"Diplomatic Law And Practice",Primo Semestre,"Lorenzo Trapassi","Business administration"
/cattedreonline/corso/M090/0/LMGAPGA/2024,0,2024,1,Italiano,M090,"Diritto Amministrativo",Secondo Semestre,"Marta Simoncini","Governo, amministrazione e politica"
/cattedreonline/corso/286/A/3GSLMBASE/2024,A,2024,3,Italiano,286,"Diritto Amministrativo 1",II Semestre,"Aldo Sandulli","Giurisprudenza"
/cattedreonline/corso/286/B/3GSLMBASE/2024,B,2024,3,Italiano,286,"Diritto Amministrativo 1",II Semestre,"Silvia De Nitto","Giurisprudenza"
/cattedreonline/corso/286/C/3GSLMBASE/2024,C,2024,3,Italiano,286,"Diritto Amministrativo 1",II Semestre,"Bernardo Giorgio Mattarella","Giurisprudenza"
/cattedreonline/corso/286/D/3GSLMBASE/2024,D,2024,3,Italiano,286,"Diritto Amministrativo 1",II Semestre,"Aristide Police","Giurisprudenza"
/cattedreonline/corso/936/A/3GSLMBASE/2024,A,2024,4,Italiano,936,"Diritto Amministrativo 2",I Semestre,"Aldo Sandulli","Giurisprudenza"
/cattedreonline/corso/936/B/3GSLMBASE/2024,B,2024,4,Italiano,936,"Diritto Amministrativo 2",I Semestre,"Silvia De Nitto / Hadrian Simonetti","Giurisprudenza"
/cattedreonline/corso/936/C/3GSLMBASE/2024,C,2024,4,Italiano,936,"Diritto Amministrativo 2",I Semestre,"Bernardo Giorgio Mattarella","Giurisprudenza"
/cattedreonline/corso/936/D/3GSLMBASE/2024,D,2024,4,Italiano,936,"Diritto Amministrativo 2",I Semestre,"Aristide Police","Giurisprudenza"
/cattedreonline/corso/M024/0/3GSLMDC/2024,0,2024,4,Italiano,M024,"Diritto Civile 1",II Semestre,"Teresa Pasquino","Giurisprudenza"
/cattedreonline/corso/M338/0/3GSLMDC/2024,0,2024,4,Italiano,M338,"Diritto Civile 2",II Semestre,"Roberto Carleo","Giurisprudenza"
/cattedreonline/corso/M402/0/3GSLMDV/2024,0,2024,4,Italiano,M402,"Diritto Civile Della Societa' Digitale",II Semestre,"Alfredo Belisario / Ugo Ruffolo","Giurisprudenza"
/cattedreonline/corso/005/A/1EEL2BASE/2024,A,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Antonio Blandini","Economia e management"
/cattedreonline/corso/005/B/1EEL2BASE/2024,B,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Vincenzo Donativi","Economia e management"
/cattedreonline/corso/005/C/1EEL2BASE/2024,C,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Raffaele Lener","Economia e management"
/cattedreonline/corso/005/D/1EEL2BASE/2024,D,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Leonardo Di Brina","Economia e management"
/cattedreonline/corso/005/E/1EEL2BASE/2024,E,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Salvatore Lopreiato / Pierpaolo Pirani","Economia e management"
/cattedreonline/corso/005/F/1EEL2BASE/2024,F,2024,2,Italiano,005,"Diritto Commerciale",I Semestre,"Nicola De Luca","Economia e management"
/cattedreonline/corso/691/A/3GSLMBASE/2024,A,2024,2,Italiano,691,"Diritto Commerciale 1",II Semestre,"Gustavo Olivieri","Giurisprudenza"
/cattedreonline/corso/691/B/3GSLMBASE/2024,B,2024,2,Italiano,691,"Diritto Commerciale 1",II Semestre,"Gian Domenico Mosco","Giurisprudenza"
/cattedreonline/corso/691/C/3GSLMBASE/2024,C,2024,2,Italiano,691,"Diritto Commerciale 1",II Semestre,"Antonio Nuzzo","Giurisprudenza"
/cattedreonline/corso/691/D/3GSLMBASE/2024,D,2024,2,Italiano,691,"Diritto Commerciale 1",II Semestre,"Giorgio Meo","Giurisprudenza"
/cattedreonline/corso/927/A/3GSLMBASE/2024,A,2024,3,Italiano,927,"Diritto Commerciale 2",I Semestre,"Gustavo Olivieri","Giurisprudenza"
/cattedreonline/corso/927/B/3GSLMBASE/2024,B,2024,3,Italiano,927,"Diritto Commerciale 2",I Semestre,"Salvatore Lopreiato / Gian Domenico Mosco","Giurisprudenza"
/cattedreonline/corso/927/C/3GSLMBASE/2024,C,2024,3,Italiano,927,"Diritto Commerciale 2",I Semestre,"Antonio Nuzzo","Giurisprudenza"
/cattedreonline/corso/927/D/3GSLMBASE/2024,D,2024,3,Italiano,927,"Diritto Commerciale 2",I Semestre,"Giorgio Meo","Giurisprudenza"
/cattedreonline/corso/M031/0/3GSLMDN/2024,0,2024,4,Italiano,M031,"Diritto Commerciale Progredito",II Semestre,"Gian Domenico Mosco","Giurisprudenza"
/cattedreonline/corso/246/A/3GSLMBASE/2024,A,2024,1,Italiano,246,"Diritto Costituzionale 1",I Semestre,"Nicola Lupo","Giurisprudenza"
/cattedreonline/corso/246/B/3GSLMBASE/2024,B,2024,1,Italiano,246,"Diritto Costituzionale 1",I Semestre,"Filippo Donati / Angelo Junior Golia","Giurisprudenza"
/cattedreonline/corso/246/C/3GSLMBASE/2024,C,2024,1,Italiano,246,"Diritto Costituzionale 1",I Semestre,"Raffaele Bifulco","Giurisprudenza"
/cattedreonline/corso/246/D/3GSLMBASE/2024,D,2024,1,Italiano,246,"Diritto Costituzionale 1",I Semestre,"Giovanni Piccirilli","Giurisprudenza"
/cattedreonline/corso/924/A/3GSLMBASE/2024,A,2024,2,Italiano,924,"Diritto Costituzionale 2",II Semestre,"Marcello Cecchetti","Giurisprudenza"
/cattedreonline/corso/924/B/3GSLMBASE/2024,B,2024,2,Italiano,924,"Diritto Costituzionale 2",II Semestre,"Simone Pajno","Giurisprudenza"
/cattedreonline/corso/924/C/3GSLMBASE/2024,C,2024,2,Italiano,924,"Diritto Costituzionale 2",II Semestre,"Raffaele Bifulco / Angelo Junior Golia","Giurisprudenza"
/cattedreonline/corso/924/D/3GSLMBASE/2024,D,2024,2,Italiano,924,"Diritto Costituzionale 2",II Semestre,"Donatella Morana","Giurisprudenza"
/cattedreonline/corso/924/E/3GSLMBASE/2024,E,2024,2,Italiano,924,"Diritto Costituzionale 2",II Semestre,"Leonardus Franciscus Maria Besselink / Giovanni Piccirilli","Giurisprudenza"
/cattedreonline/corso/S73/0/3GSLMDC/2024,0,2024,5,Italiano,S73,"Diritto Dei Consumatori",I Semestre,"Maria Pia Pignalosa","Giurisprudenza"
/cattedreonline/corso/M255/0/19FLM1B/2024,0,2024,2,Italiano,M255,"Diritto Dei Mercati E Degli Intermediari Finanziari Corso Progredito",Primo Semestre,"Mirella Pellegrini","Economia e finanza"
/cattedreonline/corso/AD6/0/3GSLMDN/2024,0,2024,5,Italiano,AD6,"Diritto Dei Mercati Finanziari",I Semestre,"Salvatore Providenti","Giurisprudenza"
/cattedreonline/corso/M026/0/3GSLMDS/2024,0,2024,4,Italiano,M026,"Diritto Dei Principi Contabili E Del Bilancio",II Semestre,"Giorgio Meo","Giurisprudenza"
/cattedreonline/corso/692/A/3GSLMBASE/2024,A,2024,2,Italiano,692,"Diritto Del Lavoro",I Semestre,"Roberto Pessi","Giurisprudenza"
/cattedreonline/corso/692/B/3GSLMBASE/2024,B,2024,2,Italiano,692,"Diritto Del Lavoro",I Semestre,"Raffaele Fabozzi","Giurisprudenza"
/cattedreonline/corso/692/C/3GSLMBASE/2024,C,2024,2,Italiano,692,"Diritto Del Lavoro",I Semestre,"Luigi Fiorillo","Giurisprudenza"
/cattedreonline/corso/692/D/3GSLMBASE/2024,D,2024,2,Italiano,692,"Diritto Del Lavoro",I Semestre,"Marco Marazza","Giurisprudenza"
/cattedreonline/corso/M340/0/3GSLMDA/2024,0,2024,4,Italiano,M340,"Diritto Dell'ambiente",II Semestre,"Francesco Fonderico / Maria Laura Maddalena","Giurisprudenza"
/cattedreonline/corso/M405/0/3GSLMDA/2024,0,2024,4,Italiano,M405,"Diritto Dell'amministrazione Digitale Interna Ed Internazionale",II Semestre,"Bruno Carotti","Giurisprudenza"
/cattedreonline/corso/745/A/L22PSBASE/2024,A,2024,3,Italiano,745,"Diritto Dell'economia",I Semestre,"Giuseppe Di Gaspare","Scienze politiche"
/cattedreonline/corso/745/B/L22PSBASE/2024,B,2024,3,Italiano,745,"Diritto Dell'economia",I Semestre,"Luigi Alla / Giuseppe Colavitti","Scienze politiche"
/cattedreonline/corso/947/0/3GSLMDC/2024,0,2024,4,Italiano,947,"Diritto Dell'esecuzione Civile",II Semestre,"Alfredo Storto","Giurisprudenza"
/cattedreonline/corso/M095/0/LMGAPPC/2024,0,2024,2,Italiano,M095,"Diritto Dell'informazione E Della Comunicazione",Primo Semestre,"Pietro Santo Falletta / Maurizio Mensi","Governo, amministrazione e politica"
/cattedreonline/corso/696/A/3GSLMBASE/2024,A,2024,2,Italiano,696,"Diritto Dell'unione Europea",II Semestre,"Enzo Moavero Milanesi","Giurisprudenza"
/cattedreonline/corso/AN9/A/L22PSBASE/2024,A,2024,2,Italiano,AN9,"Diritto Dell'unione Europea",II Semestre,"Gianluca Contaldi / Tarak El Haj","Scienze politiche"
/cattedreonline/corso/696/B/3GSLMBASE/2024,B,2024,2,Italiano,696,"Diritto Dell'unione Europea",II Semestre,"Daniele Gallo","Giurisprudenza"
/cattedreonline/corso/AN9/B/L22PSBASE/2024,B,2024,2,Italiano,AN9,"Diritto Dell'unione Europea",II Semestre,"Francesco Cherubini","Scienze politiche"
/cattedreonline/corso/696/C/3GSLMBASE/2024,C,2024,2,Italiano,696,"Diritto Dell'unione Europea",II Semestre,"Giacomo Biagioni","Giurisprudenza"
/cattedreonline/corso/696/D/3GSLMBASE/2024,D,2024,2,Italiano,696,"Diritto Dell'unione Europea",II Semestre,"Alessandro Nato / Massimo Francesco Orzan","Giurisprudenza"
/cattedreonline/corso/696/E/3GSLMBASE/2024,E,2024,2,Italiano,696,"Diritto Dell'unione Europea",II Semestre,"Daniele Gallo","Giurisprudenza"
/cattedreonline/corso/SU2/0/3GSLMDN/2024,0,2024,5,Italiano,SU2,"Diritto Della Concorrenza E Dell'innovazione",I Semestre,"Gustavo Olivieri","Giurisprudenza"
/cattedreonline/corso/M342/0/3GSLMDV/2024,0,2024,4,Italiano,M342,"Diritto Della Contrattazione Collettiva",II Semestre,"Raffaele Fabozzi","Giurisprudenza"
/cattedreonline/corso/827/0/3GSLMDV/2024,0,2024,4,Italiano,827,"Diritto Della Previdenza Sociale",II Semestre,"Roberto Pessi / Antonio Dimitri Zumbo","Giurisprudenza"
/cattedreonline/corso/M401/0/LMGAPBASE/2024,0,2024,1,Italiano,M401,"Diritto Delle Assemblee Elettive",Primo Semestre,"Nicola Lupo","Governo, amministrazione e politica"
/cattedreonline/corso/M401/0/3GSLMDA/2024,0,2024,5,Italiano,M401,"Diritto Delle Assemblee Elettive",I Semestre,"Nicola Lupo","Giurisprudenza"
/cattedreonline/corso/M347/0/3GSLMDN/2024,0,2024,5,Italiano,M347,"Diritto Delle Crisi D'impresa",I Semestre,"Vincenzo De Sensi","Giurisprudenza"
/cattedreonline/corso/A21/0/LM19AAE/2024,0,2024,2,Italiano,A21,"Diritto Delle Crisi D'impresa",Primo Semestre,"Gianfranco Torino","Amministrazione, finanza e controllo"
/cattedreonline/corso/881/0/3GSLMDS/2024,0,2024,4,Italiano,881,"Diritto Delle Societa'",II Semestre,"Antonio Nuzzo / Andrea Palazzolo","Giurisprudenza"
/cattedreonline/corso/627/0/1EEL2BASE/2024,0,2024,3,Italiano,627,"Diritto Dello Sport",I Semestre,"Enrico Lubrano / Giovanni Malagò","Economia e management"
/cattedreonline/corso/627/0/L21BBBASE/2024,0,2024,3,Italiano,627,"Diritto Dello Sport",I Semestre,"Enrico Lubrano / Giovanni Malagò","Economics and business"
/cattedreonline/corso/627/0/L22PPEBASE/2024,0,2024,3,Italiano,627,"Diritto Dello Sport",I Semestre,"Enrico Lubrano / Giovanni Malagò","Politics: philosophy and economics"
/cattedreonline/corso/627/0/L22PSBASE/2024,0,2024,3,Italiano,627,"Diritto Dello Sport",I Semestre,"Enrico Lubrano / Giovanni Malagò","Scienze politiche"
/cattedreonline/corso/627/0/3GSLMDA/2024,0,2024,5,Italiano,627,"Diritto Dello Sport",I Semestre,"Enrico Lubrano / Giovanni Malagò","Giurisprudenza"
/cattedreonline/corso/490/0/3GSLMDC/2024,0,2024,5,Italiano,490,"Diritto Di Famiglia",I Semestre,"Mauro Orlandi / Pompilia Rossi","Giurisprudenza"
/cattedreonline/corso/T024/0/1EEL2BASE/2024,0,2024,3,Italiano,T024,"Diritto Di Internet: Social Media E Discriminazione",II Semestre,"Pietro Santo Falletta","Economia e management"
/cattedreonline/corso/T024/0/L22PSBASE/2024,0,2024,3,Italiano,T024,"Diritto Di Internet: Social Media E Discriminazione",II Semestre,"Pietro Santo Falletta","Scienze politiche"
/cattedreonline/corso/LABVGP5/A/3GSLMBASE/2024,A,2024,3,Italiano,LABVGP5,"Diritto Digitale E Tutela Dei Dati",I Semestre,"Gianluigi Ciacci","Giurisprudenza"
/cattedreonline/corso/LABVGP5/B/3GSLMBASE/2024,B,2024,3,Italiano,LABVGP5,"Diritto Digitale E Tutela Dei Dati",I Semestre,"Matteo Di Raimondo","Giurisprudenza"
/cattedreonline/corso/LABVGP5/C/3GSLMBASE/2024,C,2024,3,Italiano,LABVGP5,"Diritto Digitale E Tutela Dei Dati",I Semestre,"Lorella Rita Bianchi","Giurisprudenza"
/cattedreonline/corso/LABVGP5/D/3GSLMBASE/2024,D,2024,3,Italiano,LABVGP5,"Diritto Digitale E Tutela Dei Dati",I Semestre,"Michele Iaselli","Giurisprudenza"
/cattedreonline/corso/M319/0/3GSLMDV/2024,0,2024,4,Italiano,M319,"Diritto E Organizzazione Del Lavoro",II Semestre,"Roberto Pessi / Antonio Dimitri Zumbo","Giurisprudenza"
/cattedreonline/corso/889/0/3GSLMDP/2024,0,2024,4,Italiano,889,"Diritto E Procedura Penale Degli Enti",II Semestre,"Antonino Gullo / Rossella Sabia","Giurisprudenza"
/cattedreonline/corso/A39/0/LMGAPGA/2024,0,2024,2,Italiano,A39,"Diritto E Regolazione Dei Contratti Pubblici",Primo Semestre,"Alessandro Botto / Marco Macchia","Governo, amministrazione e politica"
/cattedreonline/corso/A39/0/3GSLMDA/2024,0,2024,5,Italiano,A39,"Diritto E Regolazione Dei Contratti Pubblici",I Semestre,"Alessandro Botto / Marco Macchia","Giurisprudenza"
/cattedreonline/corso/AJ1/0/3GSLMDA/2024,0,2024,4,Italiano,AJ1,"Diritto E Regolazione Pubblica Dell'economia",II Semestre,"Giuliano Fonderico / Marcella Panucci","Giurisprudenza"
/cattedreonline/corso/M403/0/3GSLMDN/2024,0,2024,4,Italiano,M403,"Diritto Ed Economia Dell'impresa Digitale",II Semestre,"Lorenzo Grisostomi Travaglini","Giurisprudenza"
/cattedreonline/corso/ET29/0/3GSLMDL/2024,0,2024,5,Italiano,ET29,"Diritto Ed Etica Delle Tecnologie Emergenti",I Semestre,"Alessia Farano / Laura Palazzani","Giurisprudenza"
/cattedreonline/corso/013/A/L22PSBASE/2024,A,2024,2,Italiano,013,"Diritto Internazionale",II Semestre,"Elena Sciso","Scienze politiche"
/cattedreonline/corso/694/A/3GSLMBASE/2024,A,2024,2,Italiano,694,"Diritto Internazionale",I Semestre,"Fulvio Maria Palombino","Giurisprudenza"
/cattedreonline/corso/694/B/3GSLMBASE/2024,B,2024,2,Italiano,694,"Diritto Internazionale",I Semestre,"Donato Greco","Giurisprudenza"
/cattedreonline/corso/013/B/L22PSBASE/2024,B,2024,2,Italiano,013,"Diritto Internazionale",II Semestre,"Pietro Pustorino","Scienze politiche"
/cattedreonline/corso/694/C/3GSLMBASE/2024,C,2024,2,Italiano,694,"Diritto Internazionale",I Semestre,"Roberto Virzo","Giurisprudenza"
